"","name","screen_name","party","type","gender"
"1538","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1539","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1540","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1541","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1542","Rep. Brian Mast","repbrianmast","Democrat","rep","M"
"1543","Rep. Brian Mast","repbrianmast","Democrat","rep","M"
"1544","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1545","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1546","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1547","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1548","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1549","Rep. Brian Mast","repbrianmast","Democrat","rep","M"
"1550","Rep. Brian Mast","repbrianmast","Democrat","rep","F"
"1551","Rep. Brian Mast","repbrianmast","Democrat","rep","M"
"1552","Rep. Brian Mast","repbrianmast","Democrat","rep","M"
"1553","Rep. Brian Mast","repbrianmast","Democrat","rep","M"
"1554","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1555","Rep. Brian Mast","repbrianmast","Republican","sen","M"
"1556","Rep. Brian Mast","repbrianmast","Democrat","rep","M"
"1557","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1558","Rep. Brian Mast","repbrianmast","Republican","rep","F"
"1559","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1560","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1561","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1562","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1563","Rep. Brian Mast","repbrianmast","Democrat","rep","M"
"1564","Rep. Brian Mast","repbrianmast","Democrat","rep","F"
"1565","Rep. Brian Mast","repbrianmast","Republican","rep","M"
"1566","Rep. Brian Mast","repbrianmast","Republican","rep","F"
"1567","Trey Hollingsworth","reptrey","Republican","rep","M"
"1568","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1569","Trey Hollingsworth","reptrey","Democrat","sen","F"
"1570","Trey Hollingsworth","reptrey","Republican","sen","M"
"1571","Trey Hollingsworth","reptrey","Democrat","sen","F"
"1572","Trey Hollingsworth","reptrey","Democrat","sen","F"
"1573","Trey Hollingsworth","reptrey","Republican","rep","F"
"1574","Trey Hollingsworth","reptrey","Republican","rep","M"
"1575","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1576","Trey Hollingsworth","reptrey","Republican","rep","M"
"1577","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1578","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1579","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1580","Trey Hollingsworth","reptrey","Democrat","rep","F"
"1581","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1582","Trey Hollingsworth","reptrey","Democrat","rep","F"
"1583","Trey Hollingsworth","reptrey","Republican","rep","M"
"1584","Trey Hollingsworth","reptrey","Republican","rep","M"
"1585","Trey Hollingsworth","reptrey","Republican","rep","M"
"1586","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1587","Trey Hollingsworth","reptrey","Democrat","rep","F"
"1588","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1589","Trey Hollingsworth","reptrey","Democrat","rep","F"
"1590","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1591","Trey Hollingsworth","reptrey","Republican","rep","M"
"1592","Trey Hollingsworth","reptrey","Republican","rep","M"
"1593","Trey Hollingsworth","reptrey","Republican","rep","M"
"1594","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1595","Trey Hollingsworth","reptrey","Republican","rep","M"
"1596","Trey Hollingsworth","reptrey","Republican","rep","M"
"1597","Trey Hollingsworth","reptrey","Republican","rep","M"
"1598","Trey Hollingsworth","reptrey","Republican","rep","M"
"1599","Trey Hollingsworth","reptrey","Republican","rep","M"
"1600","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1601","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1602","Trey Hollingsworth","reptrey","Republican","rep","M"
"1603","Trey Hollingsworth","reptrey","Republican","rep","M"
"1604","Trey Hollingsworth","reptrey","Republican","rep","M"
"1605","Trey Hollingsworth","reptrey","Republican","rep","M"
"1606","Trey Hollingsworth","reptrey","Republican","rep","M"
"1607","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1608","Trey Hollingsworth","reptrey","Democrat","rep","F"
"1609","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1610","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1611","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1612","Trey Hollingsworth","reptrey","Republican","rep","M"
"1613","Trey Hollingsworth","reptrey","Republican","sen","M"
"1614","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1615","Trey Hollingsworth","reptrey","Republican","rep","M"
"1616","Trey Hollingsworth","reptrey","Republican","rep","F"
"1617","Trey Hollingsworth","reptrey","Republican","rep","M"
"1618","Trey Hollingsworth","reptrey","Republican","rep","M"
"1619","Trey Hollingsworth","reptrey","Republican","rep","M"
"1620","Trey Hollingsworth","reptrey","Republican","rep","M"
"1621","Trey Hollingsworth","reptrey","Democrat","rep","M"
"1622","Trey Hollingsworth","reptrey","Democrat","rep","F"
"1623","Trey Hollingsworth","reptrey","Republican","rep","M"
"1624","Trey Hollingsworth","reptrey","Republican","rep","F"
"1625","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1626","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1627","Rep. Paul Mitchell","reppaulmitchell","Democrat","sen","F"
"1628","Rep. Paul Mitchell","reppaulmitchell","Republican","sen","M"
"1629","Rep. Paul Mitchell","reppaulmitchell","Democrat","sen","F"
"1630","Rep. Paul Mitchell","reppaulmitchell","Democrat","sen","F"
"1631","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","F"
"1632","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1633","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1634","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1635","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1636","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1637","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1638","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","F"
"1639","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1640","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","F"
"1641","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1642","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1643","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1644","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1645","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","F"
"1646","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1647","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","F"
"1648","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1649","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1650","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1651","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1652","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1653","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1654","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1655","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1656","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1657","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1658","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1659","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1660","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1661","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1662","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1663","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1664","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1665","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1666","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","F"
"1667","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1668","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1669","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1670","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1671","Rep. Paul Mitchell","reppaulmitchell","Republican","sen","M"
"1672","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1673","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1674","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","F"
"1675","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1676","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1677","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1678","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1679","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","M"
"1680","Rep. Paul Mitchell","reppaulmitchell","Democrat","rep","F"
"1681","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","M"
"1682","Rep. Paul Mitchell","reppaulmitchell","Republican","rep","F"
"1683","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1684","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1685","Senator Cortez Masto","sencortezmasto","Democrat","sen","F"
"1686","Senator Cortez Masto","sencortezmasto","Republican","sen","M"
"1687","Senator Cortez Masto","sencortezmasto","Democrat","sen","F"
"1688","Senator Cortez Masto","sencortezmasto","Democrat","sen","F"
"1689","Senator Cortez Masto","sencortezmasto","Republican","rep","F"
"1690","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1691","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1692","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1693","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1694","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1695","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1696","Senator Cortez Masto","sencortezmasto","Democrat","rep","F"
"1697","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1698","Senator Cortez Masto","sencortezmasto","Democrat","rep","F"
"1699","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1700","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1701","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1702","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1703","Senator Cortez Masto","sencortezmasto","Democrat","rep","F"
"1704","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1705","Senator Cortez Masto","sencortezmasto","Democrat","rep","F"
"1706","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1707","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1708","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1709","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1710","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1711","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1712","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1713","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1714","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1715","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1716","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1717","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1718","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1719","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1720","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1721","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1722","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1723","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1724","Senator Cortez Masto","sencortezmasto","Democrat","rep","F"
"1725","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1726","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1727","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1728","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1729","Senator Cortez Masto","sencortezmasto","Republican","sen","M"
"1730","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1731","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1732","Senator Cortez Masto","sencortezmasto","Republican","rep","F"
"1733","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1734","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1735","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1736","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1737","Senator Cortez Masto","sencortezmasto","Democrat","rep","M"
"1738","Senator Cortez Masto","sencortezmasto","Democrat","rep","F"
"1739","Senator Cortez Masto","sencortezmasto","Republican","rep","M"
"1740","Senator Cortez Masto","sencortezmasto","Republican","rep","F"
"1741","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1742","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1743","Rep. Jamie Raskin","repraskin","Democrat","sen","F"
"1744","Rep. Jamie Raskin","repraskin","Republican","sen","M"
"1745","Rep. Jamie Raskin","repraskin","Democrat","sen","F"
"1746","Rep. Jamie Raskin","repraskin","Democrat","sen","F"
"1747","Rep. Jamie Raskin","repraskin","Republican","rep","F"
"1748","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1749","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1750","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1751","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1752","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1753","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1754","Rep. Jamie Raskin","repraskin","Democrat","rep","F"
"1755","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1756","Rep. Jamie Raskin","repraskin","Democrat","rep","F"
"1757","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1758","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1759","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1760","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1761","Rep. Jamie Raskin","repraskin","Democrat","rep","F"
"1762","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1763","Rep. Jamie Raskin","repraskin","Democrat","rep","F"
"1764","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1765","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1766","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1767","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1768","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1769","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1770","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1771","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1772","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1773","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1774","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1775","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1776","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1777","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1778","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1779","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1780","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1781","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1782","Rep. Jamie Raskin","repraskin","Democrat","rep","F"
"1783","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1784","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1785","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1786","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1787","Rep. Jamie Raskin","repraskin","Republican","sen","M"
"1788","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1789","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1790","Rep. Jamie Raskin","repraskin","Republican","rep","F"
"1791","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1792","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1793","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1794","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1795","Rep. Jamie Raskin","repraskin","Democrat","rep","M"
"1796","Rep. Jamie Raskin","repraskin","Democrat","rep","F"
"1797","Rep. Jamie Raskin","repraskin","Republican","rep","M"
"1798","Rep. Jamie Raskin","repraskin","Republican","rep","F"
"1799","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1800","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1801","Drew Ferguson","repdrewferguson","Democrat","sen","F"
"1802","Drew Ferguson","repdrewferguson","Republican","sen","M"
"1803","Drew Ferguson","repdrewferguson","Democrat","sen","F"
"1804","Drew Ferguson","repdrewferguson","Democrat","sen","F"
"1805","Drew Ferguson","repdrewferguson","Republican","rep","F"
"1806","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1807","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1808","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1809","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1810","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1811","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1812","Drew Ferguson","repdrewferguson","Democrat","rep","F"
"1813","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1814","Drew Ferguson","repdrewferguson","Democrat","rep","F"
"1815","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1816","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1817","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1818","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1819","Drew Ferguson","repdrewferguson","Democrat","rep","F"
"1820","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1821","Drew Ferguson","repdrewferguson","Democrat","rep","F"
"1822","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1823","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1824","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1825","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1826","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1827","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1828","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1829","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1830","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1831","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1832","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1833","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1834","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1835","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1836","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1837","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1838","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1839","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1840","Drew Ferguson","repdrewferguson","Democrat","rep","F"
"1841","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1842","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1843","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1844","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1845","Drew Ferguson","repdrewferguson","Republican","sen","M"
"1846","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1847","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1848","Drew Ferguson","repdrewferguson","Republican","rep","F"
"1849","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1850","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1851","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1852","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1853","Drew Ferguson","repdrewferguson","Democrat","rep","M"
"1854","Drew Ferguson","repdrewferguson","Democrat","rep","F"
"1855","Drew Ferguson","repdrewferguson","Republican","rep","M"
"1856","Drew Ferguson","repdrewferguson","Republican","rep","F"
"1857","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1858","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1859","Rep. Val Demings","repvaldemings","Democrat","sen","F"
"1860","Rep. Val Demings","repvaldemings","Republican","sen","M"
"1861","Rep. Val Demings","repvaldemings","Democrat","sen","F"
"1862","Rep. Val Demings","repvaldemings","Democrat","sen","F"
"1863","Rep. Val Demings","repvaldemings","Republican","rep","F"
"1864","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1865","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1866","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1867","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1868","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1869","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1870","Rep. Val Demings","repvaldemings","Democrat","rep","F"
"1871","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1872","Rep. Val Demings","repvaldemings","Democrat","rep","F"
"1873","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1874","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1875","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1876","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1877","Rep. Val Demings","repvaldemings","Democrat","rep","F"
"1878","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1879","Rep. Val Demings","repvaldemings","Democrat","rep","F"
"1880","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1881","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1882","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1883","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1884","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1885","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1886","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1887","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1888","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1889","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1890","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1891","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1892","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1893","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1894","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1895","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1896","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1897","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1898","Rep. Val Demings","repvaldemings","Democrat","rep","F"
"1899","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1900","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1901","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1902","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1903","Rep. Val Demings","repvaldemings","Republican","sen","M"
"1904","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1905","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1906","Rep. Val Demings","repvaldemings","Republican","rep","F"
"1907","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1908","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1909","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1910","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1911","Rep. Val Demings","repvaldemings","Democrat","rep","M"
"1912","Rep. Val Demings","repvaldemings","Democrat","rep","F"
"1913","Rep. Val Demings","repvaldemings","Republican","rep","M"
"1914","Rep. Val Demings","repvaldemings","Republican","rep","F"
"1915","Congresswoman Tenney","reptenney","Republican","rep","M"
"1916","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1917","Congresswoman Tenney","reptenney","Democrat","sen","F"
"1918","Congresswoman Tenney","reptenney","Republican","sen","M"
"1919","Congresswoman Tenney","reptenney","Democrat","sen","F"
"1920","Congresswoman Tenney","reptenney","Democrat","sen","F"
"1921","Congresswoman Tenney","reptenney","Republican","rep","F"
"1922","Congresswoman Tenney","reptenney","Republican","rep","M"
"1923","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1924","Congresswoman Tenney","reptenney","Republican","rep","M"
"1925","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1926","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1927","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1928","Congresswoman Tenney","reptenney","Democrat","rep","F"
"1929","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1930","Congresswoman Tenney","reptenney","Democrat","rep","F"
"1931","Congresswoman Tenney","reptenney","Republican","rep","M"
"1932","Congresswoman Tenney","reptenney","Republican","rep","M"
"1933","Congresswoman Tenney","reptenney","Republican","rep","M"
"1934","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1935","Congresswoman Tenney","reptenney","Democrat","rep","F"
"1936","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1937","Congresswoman Tenney","reptenney","Democrat","rep","F"
"1938","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1939","Congresswoman Tenney","reptenney","Republican","rep","M"
"1940","Congresswoman Tenney","reptenney","Republican","rep","M"
"1941","Congresswoman Tenney","reptenney","Republican","rep","M"
"1942","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1943","Congresswoman Tenney","reptenney","Republican","rep","M"
"1944","Congresswoman Tenney","reptenney","Republican","rep","M"
"1945","Congresswoman Tenney","reptenney","Republican","rep","M"
"1946","Congresswoman Tenney","reptenney","Republican","rep","M"
"1947","Congresswoman Tenney","reptenney","Republican","rep","M"
"1948","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1949","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1950","Congresswoman Tenney","reptenney","Republican","rep","M"
"1951","Congresswoman Tenney","reptenney","Republican","rep","M"
"1952","Congresswoman Tenney","reptenney","Republican","rep","M"
"1953","Congresswoman Tenney","reptenney","Republican","rep","M"
"1954","Congresswoman Tenney","reptenney","Republican","rep","M"
"1955","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1956","Congresswoman Tenney","reptenney","Democrat","rep","F"
"1957","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1958","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1959","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1960","Congresswoman Tenney","reptenney","Republican","rep","M"
"1961","Congresswoman Tenney","reptenney","Republican","sen","M"
"1962","Congresswoman Tenney","reptenney","Democrat","rep","M"
"1963","Congresswoman Tenney","reptenney","Republican","rep","M"
"1964","Congresswoman Tenney","reptenney","Republican","rep","F"
"1965","Congresswoman Tenney","reptenney","Republican","rep","M"
"1966","Congresswoman Tenney","reptenney","Republican","rep","M"
"1967","Congresswoman Tenney","reptenney","Republican","rep","M"
"1968","Congresswoman Tenney","reptenney","Republican","rep","M"
"1969","Congresswoman Tenney","reptenney","Democrat","rep","M"
